"Plot Title: AN104"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 20490118, SEN S/N: 20490118)","Coupler Detached (LGR S/N: 20490118)","Coupler Attached (LGR S/N: 20490118)","Host Connected (LGR S/N: 20490118)","End Of File (LGR S/N: 20490118)"
1,12/13/18 12:30:00 PM,20.746,Logged,,,
2,12/13/18 12:31:00 PM,20.698,,,,
3,12/13/18 12:32:00 PM,20.698,,,,
4,12/13/18 12:33:00 PM,20.674,,,,
5,12/13/18 12:34:00 PM,20.674,,,,
6,12/13/18 12:35:00 PM,20.650,,,,
7,12/13/18 12:36:00 PM,20.627,,,,
8,12/13/18 12:37:00 PM,20.603,,,,
9,12/13/18 12:38:00 PM,20.603,,,,
10,12/13/18 12:39:00 PM,20.603,,,,
11,12/13/18 12:40:00 PM,20.603,,,,
12,12/13/18 12:41:00 PM,20.603,,,,
13,12/13/18 12:42:00 PM,20.603,,,,
14,12/13/18 12:43:00 PM,20.579,,,,
15,12/13/18 12:44:00 PM,20.579,,,,
16,12/13/18 12:45:00 PM,20.579,,,,
17,12/13/18 12:46:00 PM,20.579,,,,
18,12/13/18 12:47:00 PM,20.579,,,,
19,12/13/18 12:48:00 PM,20.579,,,,
20,12/13/18 12:49:00 PM,20.579,,,,
21,12/13/18 12:50:00 PM,20.579,,,,
22,12/13/18 12:51:00 PM,20.579,,,,
23,12/13/18 12:52:00 PM,20.579,,,,
24,12/13/18 12:53:00 PM,20.579,,,,
25,12/13/18 12:54:00 PM,20.579,,,,
26,12/13/18 12:55:00 PM,20.579,,,,
27,12/13/18 12:56:00 PM,20.579,,,,
28,12/13/18 12:57:00 PM,20.579,,,,
29,12/13/18 12:58:00 PM,20.579,,,,
30,12/13/18 12:59:00 PM,20.579,,,,
31,12/13/18 01:00:00 PM,20.579,,,,
32,12/13/18 01:01:00 PM,20.579,,,,
33,12/13/18 01:02:00 PM,20.579,,,,
34,12/13/18 01:03:00 PM,20.579,,,,
35,12/13/18 01:04:00 PM,20.579,,,,
36,12/13/18 01:05:00 PM,20.579,,,,
37,12/13/18 01:06:00 PM,20.579,,,,
38,12/13/18 01:07:00 PM,20.579,,,,
39,12/13/18 01:08:00 PM,20.579,,,,
40,12/13/18 01:09:00 PM,20.579,,,,
41,12/13/18 01:10:00 PM,20.579,,,,
42,12/13/18 01:11:00 PM,20.579,,,,
43,12/13/18 01:12:00 PM,20.579,,,,
44,12/13/18 01:13:00 PM,20.579,,,,
45,12/13/18 01:14:00 PM,20.579,,,,
46,12/13/18 01:15:00 PM,20.579,,,,
47,12/13/18 01:16:00 PM,20.579,,,,
48,12/13/18 01:17:00 PM,20.579,,,,
49,12/13/18 01:18:00 PM,20.579,,,,
50,12/13/18 01:19:00 PM,20.579,,,,
51,12/13/18 01:20:00 PM,20.579,,,,
52,12/13/18 01:21:00 PM,20.579,,,,
53,12/13/18 01:22:00 PM,20.555,,,,
54,12/13/18 01:23:00 PM,20.579,,,,
55,12/13/18 01:24:00 PM,20.579,,,,
56,12/13/18 01:25:00 PM,20.579,,,,
57,12/13/18 01:26:00 PM,20.579,,,,
58,12/13/18 01:27:00 PM,20.555,,,,
59,12/13/18 01:28:00 PM,20.555,,,,
60,12/13/18 01:29:00 PM,20.555,,,,
61,12/13/18 01:30:00 PM,20.555,,,,
62,12/13/18 01:31:00 PM,20.555,,,,
63,12/13/18 01:32:00 PM,20.579,,,,
64,12/13/18 01:33:00 PM,20.579,,,,
65,12/13/18 01:34:00 PM,20.555,,,,
66,12/13/18 01:35:00 PM,20.555,,,,
67,12/13/18 01:36:00 PM,20.555,,,,
68,12/13/18 01:37:00 PM,20.579,,,,
69,12/13/18 01:38:00 PM,20.579,,,,
70,12/13/18 01:39:00 PM,20.579,,,,
71,12/13/18 01:40:00 PM,20.555,,,,
72,12/13/18 01:41:00 PM,20.555,,,,
73,12/13/18 01:42:00 PM,20.555,,,,
74,12/13/18 01:43:00 PM,20.555,,,,
75,12/13/18 01:44:00 PM,20.555,,,,
76,12/13/18 01:45:00 PM,20.579,,,,
77,12/13/18 01:46:00 PM,20.555,,,,
78,12/13/18 01:47:00 PM,20.555,,,,
79,12/13/18 01:48:00 PM,20.555,,,,
80,12/13/18 01:49:00 PM,20.555,,,,
81,12/13/18 01:50:00 PM,20.579,,,,
82,12/13/18 01:51:00 PM,20.579,,,,
83,12/13/18 01:52:00 PM,20.579,,,,
