"Plot Title: AN103"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 20431982, SEN S/N: 20431982)","Coupler Detached (LGR S/N: 20431982)","Coupler Attached (LGR S/N: 20431982)","Host Connected (LGR S/N: 20431982)","End Of File (LGR S/N: 20431982)"
1,12/13/18 12:30:00 PM,21.127,Logged,,,
2,12/13/18 12:31:00 PM,21.103,,,,
3,12/13/18 12:32:00 PM,21.079,,,,
4,12/13/18 12:33:00 PM,21.056,,,,
5,12/13/18 12:34:00 PM,21.032,,,,
6,12/13/18 12:35:00 PM,21.008,,,,
7,12/13/18 12:36:00 PM,20.984,,,,
8,12/13/18 12:37:00 PM,20.984,,,,
9,12/13/18 12:38:00 PM,20.984,,,,
10,12/13/18 12:39:00 PM,20.960,,,,
11,12/13/18 12:40:00 PM,20.960,,,,
12,12/13/18 12:41:00 PM,20.960,,,,
13,12/13/18 12:42:00 PM,20.960,,,,
14,12/13/18 12:43:00 PM,20.960,,,,
15,12/13/18 12:44:00 PM,20.936,,,,
16,12/13/18 12:45:00 PM,20.936,,,,
17,12/13/18 12:46:00 PM,20.936,,,,
18,12/13/18 12:47:00 PM,20.936,,,,
19,12/13/18 12:48:00 PM,20.936,,,,
20,12/13/18 12:49:00 PM,20.936,,,,
21,12/13/18 12:50:00 PM,20.936,,,,
22,12/13/18 12:51:00 PM,20.936,,,,
23,12/13/18 12:52:00 PM,20.936,,,,
24,12/13/18 12:53:00 PM,20.936,,,,
25,12/13/18 12:54:00 PM,20.936,,,,
26,12/13/18 12:55:00 PM,20.936,,,,
27,12/13/18 12:56:00 PM,20.936,,,,
28,12/13/18 12:57:00 PM,20.936,,,,
29,12/13/18 12:58:00 PM,20.936,,,,
30,12/13/18 12:59:00 PM,20.936,,,,
31,12/13/18 01:00:00 PM,20.936,,,,
32,12/13/18 01:01:00 PM,20.936,,,,
33,12/13/18 01:02:00 PM,20.936,,,,
34,12/13/18 01:03:00 PM,20.936,,,,
35,12/13/18 01:04:00 PM,20.936,,,,
36,12/13/18 01:05:00 PM,20.936,,,,
37,12/13/18 01:06:00 PM,20.913,,,,
38,12/13/18 01:07:00 PM,20.913,,,,
39,12/13/18 01:08:00 PM,20.936,,,,
40,12/13/18 01:09:00 PM,20.936,,,,
41,12/13/18 01:10:00 PM,20.936,,,,
42,12/13/18 01:11:00 PM,20.936,,,,
43,12/13/18 01:12:00 PM,20.936,,,,
44,12/13/18 01:13:00 PM,20.936,,,,
45,12/13/18 01:14:00 PM,20.936,,,,
