"Plot Title: AN108"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 20490106, SEN S/N: 20490106)","Coupler Detached (LGR S/N: 20490106)","Coupler Attached (LGR S/N: 20490106)","Host Connected (LGR S/N: 20490106)","End Of File (LGR S/N: 20490106)"
1,12/13/18 12:30:00 PM,21.390,Logged,,,
2,12/13/18 12:31:00 PM,21.366,,,,
3,12/13/18 12:32:00 PM,21.366,,,,
4,12/13/18 12:33:00 PM,21.366,,,,
5,12/13/18 12:34:00 PM,21.413,,,,
6,12/13/18 12:35:00 PM,21.437,,,,
7,12/13/18 12:36:00 PM,21.413,,,,
8,12/13/18 12:37:00 PM,21.413,,,,
9,12/13/18 12:38:00 PM,21.413,,,,
10,12/13/18 12:39:00 PM,21.437,,,,
11,12/13/18 12:40:00 PM,21.437,,,,
12,12/13/18 12:41:00 PM,21.437,,,,
13,12/13/18 12:42:00 PM,21.437,,,,
14,12/13/18 12:43:00 PM,21.413,,,,
15,12/13/18 12:44:00 PM,21.437,,,,
16,12/13/18 12:45:00 PM,21.437,,,,
17,12/13/18 12:46:00 PM,21.437,,,,
18,12/13/18 12:47:00 PM,21.413,,,,
19,12/13/18 12:48:00 PM,21.413,,,,
20,12/13/18 12:49:00 PM,21.413,,,,
21,12/13/18 12:50:00 PM,21.437,,,,
22,12/13/18 12:51:00 PM,21.437,,,,
23,12/13/18 12:52:00 PM,21.413,,,,
24,12/13/18 12:53:00 PM,21.413,,,,
25,12/13/18 12:54:00 PM,21.413,,,,
26,12/13/18 12:55:00 PM,21.413,,,,
27,12/13/18 12:56:00 PM,21.413,,,,
28,12/13/18 12:57:00 PM,21.413,,,,
29,12/13/18 12:58:00 PM,21.390,,,,
30,12/13/18 12:59:00 PM,21.390,,,,
31,12/13/18 01:00:00 PM,21.413,,,,
32,12/13/18 01:01:00 PM,21.413,,,,
33,12/13/18 01:02:00 PM,21.390,,,,
34,12/13/18 01:03:00 PM,21.366,,,,
35,12/13/18 01:04:00 PM,21.366,,,,
36,12/13/18 01:05:00 PM,21.390,,,,
37,12/13/18 01:06:00 PM,21.390,,,,
38,12/13/18 01:07:00 PM,21.390,,,,
39,12/13/18 01:08:00 PM,21.366,,,,
40,12/13/18 01:09:00 PM,21.366,,,,
41,12/13/18 01:10:00 PM,21.390,,,,
42,12/13/18 01:11:00 PM,21.390,,,,
43,12/13/18 01:12:00 PM,21.390,,,,
44,12/13/18 01:13:00 PM,21.390,,,,
45,12/13/18 01:14:00 PM,21.366,,,,
46,12/13/18 01:15:00 PM,21.366,,,,
47,12/13/18 01:16:00 PM,21.390,,,,
48,12/13/18 01:17:00 PM,21.390,,,,
49,12/13/18 01:18:00 PM,21.390,,,,
50,12/13/18 01:19:00 PM,21.366,,,,
51,12/13/18 01:20:00 PM,21.366,,,,
52,12/13/18 01:21:00 PM,21.390,,,,
53,12/13/18 01:22:00 PM,21.390,,,,
54,12/13/18 01:23:00 PM,21.390,,,,
55,12/13/18 01:24:00 PM,21.366,,,,
56,12/13/18 01:25:00 PM,21.366,,,,
57,12/13/18 01:26:00 PM,21.390,,,,
58,12/13/18 01:27:00 PM,21.390,,,,
59,12/13/18 01:28:00 PM,21.390,,,,
60,12/13/18 01:29:00 PM,21.366,,,,
61,12/13/18 01:30:00 PM,21.366,,,,
62,12/13/18 01:31:00 PM,21.390,,,,
63,12/13/18 01:32:00 PM,21.390,,,,
64,12/13/18 01:33:00 PM,21.390,,,,
65,12/13/18 01:34:00 PM,21.366,,,,
66,12/13/18 01:35:00 PM,21.366,,,,
67,12/13/18 01:36:00 PM,21.390,,,,
68,12/13/18 01:37:00 PM,21.390,,,,
69,12/13/18 01:38:00 PM,21.390,,,,
70,12/13/18 01:39:00 PM,21.366,,,,
71,12/13/18 01:40:00 PM,21.366,,,,
72,12/13/18 01:41:00 PM,21.366,,,,
73,12/13/18 01:42:00 PM,21.390,,,,
74,12/13/18 01:43:00 PM,21.390,,,,
75,12/13/18 01:44:00 PM,21.366,,,,
76,12/13/18 01:45:00 PM,21.366,,,,
77,12/13/18 01:46:00 PM,21.366,,,,
78,12/13/18 01:47:00 PM,21.366,,,,
79,12/13/18 01:48:00 PM,21.366,,,,
80,12/13/18 01:49:00 PM,21.366,,,,
81,12/13/18 01:50:00 PM,21.366,,,,
82,12/13/18 01:51:00 PM,21.366,,,,
83,12/13/18 01:52:00 PM,21.366,,,,
84,12/13/18 01:53:00 PM,21.390,,,,
85,12/13/18 01:54:00 PM,21.390,,,,
86,12/13/18 01:55:00 PM,21.390,,,,
87,12/13/18 01:56:00 PM,21.390,,,,
88,12/13/18 01:57:00 PM,21.390,,,,
89,12/13/18 01:58:00 PM,21.390,,,,
90,12/13/18 01:59:00 PM,21.390,,,,
91,12/13/18 02:00:00 PM,21.390,,,,
92,12/13/18 02:01:00 PM,21.390,,,,
93,12/13/18 02:02:00 PM,21.390,,,,
94,12/13/18 02:03:00 PM,21.390,,,,
95,12/13/18 02:04:00 PM,21.390,,,,
96,12/13/18 02:05:00 PM,21.390,,,,
