"Plot Title: Experiment"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 20490109, SEN S/N: 20490109)","Coupler Detached (LGR S/N: 20490109)","Coupler Attached (LGR S/N: 20490109)","Host Connected (LGR S/N: 20490109)","End Of File (LGR S/N: 20490109)"
1,12/13/18 12:30:00 PM,21.461,Logged,,,
2,12/13/18 12:31:00 PM,21.437,,,,
3,12/13/18 12:32:00 PM,21.413,,,,
4,12/13/18 12:33:00 PM,21.413,,,,
5,12/13/18 12:34:00 PM,21.437,,,,
6,12/13/18 12:35:00 PM,21.437,,,,
7,12/13/18 12:36:00 PM,21.437,,,,
8,12/13/18 12:37:00 PM,21.413,,,,
9,12/13/18 12:38:00 PM,21.413,,,,
10,12/13/18 12:39:00 PM,21.437,,,,
11,12/13/18 12:40:00 PM,21.437,,,,
12,12/13/18 12:41:00 PM,21.413,,,,
13,12/13/18 12:42:00 PM,21.413,,,,
14,12/13/18 12:43:00 PM,21.413,,,,
15,12/13/18 12:44:00 PM,21.413,,,,
16,12/13/18 12:45:00 PM,21.413,,,,
17,12/13/18 12:46:00 PM,21.390,,,,
18,12/13/18 12:47:00 PM,21.390,,,,
19,12/13/18 12:48:00 PM,21.366,,,,
20,12/13/18 12:49:00 PM,21.390,,,,
21,12/13/18 12:50:00 PM,21.390,,,,
22,12/13/18 12:51:00 PM,21.390,,,,
23,12/13/18 12:52:00 PM,21.366,,,,
24,12/13/18 12:53:00 PM,21.366,,,,
25,12/13/18 12:54:00 PM,21.366,,,,
26,12/13/18 12:55:00 PM,21.390,,,,
27,12/13/18 12:56:00 PM,21.390,,,,
28,12/13/18 12:57:00 PM,21.366,,,,
29,12/13/18 12:58:00 PM,21.342,,,,
30,12/13/18 12:59:00 PM,21.366,,,,
31,12/13/18 01:00:00 PM,21.366,,,,
32,12/13/18 01:01:00 PM,21.390,,,,
33,12/13/18 01:02:00 PM,21.366,,,,
34,12/13/18 01:03:00 PM,21.342,,,,
35,12/13/18 01:04:00 PM,21.342,,,,
36,12/13/18 01:05:00 PM,21.366,,,,
37,12/13/18 01:06:00 PM,21.366,,,,
38,12/13/18 01:07:00 PM,21.366,,,,
39,12/13/18 01:08:00 PM,21.342,,,,
40,12/13/18 01:09:00 PM,21.342,,,,
41,12/13/18 01:10:00 PM,21.366,,,,
42,12/13/18 01:11:00 PM,21.366,,,,
43,12/13/18 01:12:00 PM,21.366,,,,
44,12/13/18 01:13:00 PM,21.366,,,,
45,12/13/18 01:14:00 PM,21.342,,,,
46,12/13/18 01:15:00 PM,21.366,,,,
47,12/13/18 01:16:00 PM,21.366,,,,
48,12/13/18 01:17:00 PM,21.390,,,,
49,12/13/18 01:18:00 PM,21.366,,,,
50,12/13/18 01:19:00 PM,21.366,,,,
51,12/13/18 01:20:00 PM,21.366,,,,
52,12/13/18 01:21:00 PM,21.390,,,,
53,12/13/18 01:22:00 PM,21.390,,,,
54,12/13/18 01:23:00 PM,21.390,,,,
55,12/13/18 01:24:00 PM,21.366,,,,
56,12/13/18 01:25:00 PM,21.366,,,,
57,12/13/18 01:26:00 PM,21.390,,,,
58,12/13/18 01:27:00 PM,21.390,,,,
59,12/13/18 01:28:00 PM,21.390,,,,
60,12/13/18 01:29:00 PM,21.366,,,,
61,12/13/18 01:30:00 PM,21.366,,,,
62,12/13/18 01:31:00 PM,21.390,,,,
63,12/13/18 01:32:00 PM,21.390,,,,
64,12/13/18 01:33:00 PM,21.390,,,,
65,12/13/18 01:34:00 PM,21.390,,,,
66,12/13/18 01:35:00 PM,21.390,,,,
67,12/13/18 01:36:00 PM,21.390,,,,
68,12/13/18 01:37:00 PM,21.390,,,,
69,12/13/18 01:38:00 PM,21.390,,,,
70,12/13/18 01:39:00 PM,21.390,,,,
71,12/13/18 01:40:00 PM,21.366,,,,
72,12/13/18 01:41:00 PM,21.366,,,,
73,12/13/18 01:42:00 PM,21.390,,,,
74,12/13/18 01:43:00 PM,21.390,,,,
75,12/13/18 01:44:00 PM,21.390,,,,
76,12/13/18 01:45:00 PM,21.366,,,,
77,12/13/18 01:46:00 PM,21.390,,,,
78,12/13/18 01:47:00 PM,21.390,,,,
79,12/13/18 01:48:00 PM,21.390,,,,
80,12/13/18 01:49:00 PM,21.390,,,,
81,12/13/18 01:50:00 PM,21.390,,,,
82,12/13/18 01:51:00 PM,21.390,,,,
83,12/13/18 01:52:00 PM,21.390,,,,
84,12/13/18 01:53:00 PM,21.390,,,,
85,12/13/18 01:54:00 PM,21.390,,,,
86,12/13/18 01:55:00 PM,21.390,,,,
87,12/13/18 01:56:00 PM,21.390,,,,
88,12/13/18 01:57:00 PM,21.390,,,,
89,12/13/18 01:58:00 PM,21.390,,,,
90,12/13/18 01:59:00 PM,21.390,,,,
91,12/13/18 02:00:00 PM,21.390,,,,
92,12/13/18 02:01:00 PM,21.390,,,,
93,12/13/18 02:02:00 PM,21.390,,,,
94,12/13/18 02:03:00 PM,21.390,,,,
95,12/13/18 02:04:00 PM,21.390,,,,
96,12/13/18 02:05:00 PM,21.390,,,,
97,12/13/18 02:06:00 PM,21.390,,,,
98,12/13/18 02:07:00 PM,21.390,,,,
99,12/13/18 02:08:00 PM,21.390,,,,
100,12/13/18 02:09:00 PM,21.390,,,,
101,12/13/18 02:10:00 PM,21.390,,,,
102,12/13/18 02:11:00 PM,21.318,,,,
103,12/13/18 02:12:00 PM,21.270,,,,
104,12/13/18 02:12:41 PM,,,Logged,Logged,
105,12/13/18 02:13:00 PM,22.417,,,,
106,12/13/18 02:13:28 PM,,Logged,,,
107,12/13/18 02:14:00 PM,22.776,,,,
108,12/13/18 02:15:00 PM,22.872,,,,
109,12/13/18 02:16:00 PM,23.016,,,,
110,12/13/18 02:17:00 PM,23.160,,,,
111,12/13/18 02:18:00 PM,23.352,,,,
112,12/13/18 02:19:00 PM,23.737,,,,
113,12/13/18 02:20:00 PM,23.545,,,,
114,12/13/18 02:21:00 PM,23.497,,,,
115,12/13/18 02:22:00 PM,23.424,,,,
116,12/13/18 02:23:00 PM,23.280,,,,
117,12/13/18 02:24:00 PM,23.136,,,,
118,12/13/18 02:25:00 PM,22.968,,,,
119,12/13/18 02:26:00 PM,22.776,,,,
120,12/13/18 02:27:00 PM,22.609,,,,
121,12/13/18 02:28:00 PM,22.441,,,,
122,12/13/18 02:29:00 PM,22.274,,,,
123,12/13/18 02:30:00 PM,22.154,,,,
124,12/13/18 02:31:00 PM,22.058,,,,
125,12/13/18 02:32:00 PM,21.963,,,,
126,12/13/18 02:33:00 PM,21.891,,,,
127,12/13/18 02:34:00 PM,21.819,,,,
128,12/13/18 02:35:00 PM,21.772,,,,
129,12/13/18 02:36:00 PM,21.700,,,,
130,12/13/18 02:37:00 PM,21.652,,,,
131,12/13/18 02:38:00 PM,21.604,,,,
132,12/13/18 02:39:00 PM,21.557,,,,
133,12/13/18 02:40:00 PM,21.509,,,,
134,12/13/18 02:41:00 PM,21.485,,,,
135,12/13/18 02:42:00 PM,21.461,,,,
136,12/13/18 02:43:00 PM,21.437,,,,
137,12/13/18 02:44:00 PM,21.413,,,,
138,12/13/18 02:45:00 PM,21.390,,,,
139,12/13/18 02:46:00 PM,21.366,,,,
140,12/13/18 02:47:00 PM,21.366,,,,
141,12/13/18 02:48:00 PM,21.366,,,,
142,12/13/18 02:49:00 PM,21.342,,,,
143,12/13/18 02:50:00 PM,21.318,,,,
144,12/13/18 02:51:00 PM,21.318,,,,
145,12/13/18 02:52:00 PM,21.294,,,,
146,12/13/18 02:53:00 PM,21.294,,,,
147,12/13/18 02:54:00 PM,21.294,,,,
148,12/13/18 02:55:00 PM,21.294,,,,
149,12/13/18 02:56:00 PM,21.270,,,,
150,12/13/18 02:57:00 PM,21.270,,,,
151,12/13/18 02:58:00 PM,21.270,,,,
152,12/13/18 02:59:00 PM,21.270,,,,
153,12/13/18 03:00:00 PM,21.270,,,,
154,12/13/18 03:01:00 PM,21.270,,,,
155,12/13/18 03:02:00 PM,21.246,,,,
156,12/13/18 03:03:00 PM,21.246,,,,
157,12/13/18 03:04:00 PM,21.246,,,,
158,12/13/18 03:05:00 PM,21.246,,,,
159,12/13/18 03:06:00 PM,21.246,,,,
160,12/13/18 03:07:00 PM,21.246,,,,
161,12/13/18 03:08:00 PM,21.223,,,,
162,12/13/18 03:09:00 PM,21.223,,,,
163,12/13/18 03:10:00 PM,21.223,,,,
164,12/13/18 03:11:00 PM,21.223,,,,
165,12/13/18 03:12:00 PM,21.223,,,,
166,12/13/18 03:13:00 PM,21.223,,,,
167,12/13/18 03:14:00 PM,21.223,,,,
168,12/13/18 03:15:00 PM,21.223,,,,
169,12/13/18 03:16:00 PM,21.223,,,,
170,12/13/18 03:17:00 PM,21.223,,,,
171,12/13/18 03:18:00 PM,21.223,,,,
172,12/13/18 03:19:00 PM,21.223,,,,
173,12/13/18 03:20:00 PM,21.223,,,,
174,12/13/18 03:21:00 PM,21.223,,,,
175,12/13/18 03:22:00 PM,21.223,,,,
176,12/13/18 03:23:00 PM,21.199,,,,
177,12/13/18 03:24:00 PM,21.199,,,,
178,12/13/18 03:25:00 PM,21.199,,,,
179,12/13/18 03:26:00 PM,21.199,,,,
180,12/13/18 03:27:00 PM,21.199,,,,
181,12/13/18 03:28:00 PM,21.199,,,,
182,12/13/18 03:29:00 PM,21.199,,,,
183,12/13/18 03:30:00 PM,21.199,,,,
184,12/13/18 03:31:00 PM,21.199,,,,
185,12/13/18 03:32:00 PM,21.199,,,,
186,12/13/18 03:33:00 PM,21.199,,,,
187,12/13/18 03:34:00 PM,21.199,,,,
188,12/13/18 03:35:00 PM,21.199,,,,
189,12/13/18 03:36:00 PM,21.199,,,,
190,12/13/18 03:37:00 PM,21.199,,,,
191,12/13/18 03:38:00 PM,21.199,,,,
192,12/13/18 03:39:00 PM,21.199,,,,
193,12/13/18 03:40:00 PM,21.199,,,,
194,12/13/18 03:41:00 PM,21.199,,,,
195,12/13/18 03:42:00 PM,21.175,,,,
196,12/13/18 03:43:00 PM,21.199,,,,
197,12/13/18 03:44:00 PM,21.175,,,,
198,12/13/18 03:45:00 PM,21.175,,,,
199,12/13/18 03:46:00 PM,21.175,,,,
200,12/13/18 03:47:00 PM,21.199,,,,
201,12/13/18 03:48:00 PM,21.175,,,,
202,12/13/18 03:49:00 PM,21.175,,,,
203,12/13/18 03:50:00 PM,21.175,,,,
204,12/13/18 03:51:00 PM,21.175,,,,
205,12/13/18 03:52:00 PM,21.175,,,,
206,12/13/18 03:53:00 PM,21.175,,,,
207,12/13/18 03:54:00 PM,21.175,,,,
208,12/13/18 03:55:00 PM,21.175,,,,
209,12/13/18 03:56:00 PM,21.175,,,,
210,12/13/18 03:57:00 PM,21.175,,,,
211,12/13/18 03:58:00 PM,21.175,,,,
212,12/13/18 03:59:00 PM,21.175,,,,
213,12/13/18 04:00:00 PM,21.175,,,,
214,12/13/18 04:01:00 PM,21.175,,,,
215,12/13/18 04:02:00 PM,21.175,,,,
216,12/13/18 04:03:00 PM,21.175,,,,
217,12/13/18 04:04:00 PM,21.175,,,,
218,12/13/18 04:05:00 PM,21.175,,,,
219,12/13/18 04:06:00 PM,21.175,,,,
220,12/13/18 04:07:00 PM,21.175,,,,
221,12/13/18 04:08:00 PM,21.175,,,,
222,12/13/18 04:09:00 PM,21.175,,,,
223,12/13/18 04:10:00 PM,21.175,,,,
224,12/13/18 04:11:00 PM,21.175,,,,
225,12/13/18 04:12:00 PM,21.175,,,,
226,12/13/18 04:13:00 PM,21.175,,,,
227,12/13/18 04:14:00 PM,21.175,,,,
228,12/13/18 04:15:00 PM,21.175,,,,
229,12/13/18 04:16:00 PM,21.175,,,,
230,12/13/18 04:17:00 PM,21.175,,,,
231,12/13/18 04:18:00 PM,21.175,,,,
232,12/13/18 04:19:00 PM,21.175,,,,
233,12/13/18 04:20:00 PM,21.175,,,,
234,12/13/18 04:21:00 PM,21.175,,,,
235,12/13/18 04:22:00 PM,21.175,,,,
236,12/13/18 04:23:00 PM,21.175,,,,
237,12/13/18 04:24:00 PM,21.127,,,,
238,12/13/18 04:25:00 PM,21.032,,,,
239,12/13/18 04:26:00 PM,21.008,,,,
240,12/13/18 04:27:00 PM,21.127,,,,
241,12/13/18 04:28:00 PM,21.246,,,,
242,12/13/18 04:29:00 PM,21.342,,,,
243,12/13/18 04:30:00 PM,21.461,,,,
244,12/13/18 04:31:00 PM,21.604,,,,
245,12/13/18 04:32:00 PM,21.724,,,,
246,12/13/18 04:33:00 PM,21.843,,,,
247,12/13/18 04:34:00 PM,21.963,,,,
248,12/13/18 04:35:00 PM,22.082,,,,
249,12/13/18 04:36:00 PM,22.178,,,,
250,12/13/18 04:37:00 PM,22.274,,,,
251,12/13/18 04:38:00 PM,22.345,,,,
252,12/13/18 04:38:58 PM,,,Logged,Logged,
253,12/13/18 04:39:00 PM,22.465,,,,Logged
