"Plot Title: Multitron Temperature Stability"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 20490118, SEN S/N: 20490118)","Coupler Detached (LGR S/N: 20490118)","Coupler Attached (LGR S/N: 20490118)","Host Connected (LGR S/N: 20490118)","Stopped (LGR S/N: 20490118)","End Of File (LGR S/N: 20490118)"
1,12/12/18 09:00:00 PM,18.438,Logged,,,,
2,12/12/18 09:05:00 PM,18.414,,,,,
3,12/12/18 09:10:00 PM,18.438,,,,,
4,12/12/18 09:15:00 PM,18.414,,,,,
5,12/12/18 09:20:00 PM,18.414,,,,,
6,12/12/18 09:25:00 PM,18.343,,,,,
7,12/12/18 09:30:00 PM,18.414,,,,,
8,12/12/18 09:35:00 PM,18.461,,,,,
9,12/12/18 09:40:00 PM,18.461,,,,,
10,12/12/18 09:45:00 PM,18.461,,,,,
11,12/12/18 09:50:00 PM,18.461,,,,,
12,12/12/18 09:55:00 PM,18.461,,,,,
13,12/12/18 10:00:00 PM,18.438,,,,,
14,12/12/18 10:05:00 PM,18.461,,,,,
15,12/12/18 10:10:00 PM,18.461,,,,,
16,12/12/18 10:15:00 PM,18.461,,,,,
17,12/12/18 10:20:00 PM,18.438,,,,,
18,12/12/18 10:25:00 PM,18.438,,,,,
19,12/12/18 10:30:00 PM,18.461,,,,,
20,12/12/18 10:35:00 PM,18.438,,,,,
21,12/12/18 10:40:00 PM,18.438,,,,,
22,12/12/18 10:45:00 PM,18.366,,,,,
23,12/12/18 10:50:00 PM,18.319,,,,,
24,12/12/18 10:55:00 PM,18.438,,,,,
25,12/12/18 11:00:00 PM,18.438,,,,,
26,12/12/18 11:05:00 PM,18.438,,,,,
27,12/12/18 11:10:00 PM,18.438,,,,,
28,12/12/18 11:15:00 PM,18.414,,,,,
29,12/12/18 11:20:00 PM,18.438,,,,,
30,12/12/18 11:25:00 PM,18.438,,,,,
31,12/12/18 11:30:00 PM,18.438,,,,,
32,12/12/18 11:35:00 PM,18.438,,,,,
33,12/12/18 11:40:00 PM,18.438,,,,,
34,12/12/18 11:45:00 PM,18.414,,,,,
35,12/12/18 11:50:00 PM,18.438,,,,,
36,12/12/18 11:55:00 PM,18.414,,,,,
37,12/13/18 12:00:00 AM,18.414,,,,,
38,12/13/18 12:05:00 AM,18.414,,,,,
39,12/13/18 12:10:00 AM,18.414,,,,,
40,12/13/18 12:15:00 AM,18.390,,,,,
41,12/13/18 12:20:00 AM,18.414,,,,,
42,12/13/18 12:25:00 AM,18.414,,,,,
43,12/13/18 12:30:00 AM,18.414,,,,,
44,12/13/18 12:35:00 AM,18.414,,,,,
45,12/13/18 12:40:00 AM,18.390,,,,,
46,12/13/18 12:45:00 AM,18.390,,,,,
47,12/13/18 12:50:00 AM,18.366,,,,,
48,12/13/18 12:55:00 AM,18.390,,,,,
49,12/13/18 01:00:00 AM,18.390,,,,,
50,12/13/18 01:05:00 AM,18.390,,,,,
51,12/13/18 01:10:00 AM,18.366,,,,,
52,12/13/18 01:15:00 AM,18.366,,,,,
53,12/13/18 01:20:00 AM,18.366,,,,,
54,12/13/18 01:25:00 AM,18.366,,,,,
55,12/13/18 01:30:00 AM,18.366,,,,,
56,12/13/18 01:35:00 AM,18.366,,,,,
57,12/13/18 01:40:00 AM,18.390,,,,,
58,12/13/18 01:45:00 AM,18.366,,,,,
59,12/13/18 01:50:00 AM,18.366,,,,,
60,12/13/18 01:55:00 AM,18.366,,,,,
61,12/13/18 02:00:00 AM,18.366,,,,,
62,12/13/18 02:05:00 AM,18.366,,,,,
63,12/13/18 02:10:00 AM,18.343,,,,,
64,12/13/18 02:15:00 AM,18.366,,,,,
65,12/13/18 02:20:00 AM,18.366,,,,,
66,12/13/18 02:25:00 AM,18.343,,,,,
67,12/13/18 02:30:00 AM,18.343,,,,,
68,12/13/18 02:35:00 AM,18.343,,,,,
69,12/13/18 02:40:00 AM,18.343,,,,,
70,12/13/18 02:45:00 AM,18.343,,,,,
71,12/13/18 02:50:00 AM,18.343,,,,,
72,12/13/18 02:55:00 AM,18.343,,,,,
73,12/13/18 03:00:00 AM,18.343,,,,,
74,12/13/18 03:05:00 AM,18.343,,,,,
75,12/13/18 03:10:00 AM,18.319,,,,,
76,12/13/18 03:15:00 AM,18.343,,,,,
77,12/13/18 03:20:00 AM,18.343,,,,,
78,12/13/18 03:25:00 AM,18.343,,,,,
79,12/13/18 03:30:00 AM,18.343,,,,,
80,12/13/18 03:35:00 AM,18.319,,,,,
81,12/13/18 03:40:00 AM,18.343,,,,,
82,12/13/18 03:45:00 AM,18.319,,,,,
83,12/13/18 03:50:00 AM,18.343,,,,,
84,12/13/18 03:55:00 AM,18.343,,,,,
85,12/13/18 04:00:00 AM,18.319,,,,,
86,12/13/18 04:05:00 AM,18.343,,,,,
87,12/13/18 04:10:00 AM,18.319,,,,,
88,12/13/18 04:15:00 AM,18.319,,,,,
89,12/13/18 04:20:00 AM,18.319,,,,,
90,12/13/18 04:25:00 AM,18.319,,,,,
91,12/13/18 04:30:00 AM,18.319,,,,,
92,12/13/18 04:35:00 AM,18.319,,,,,
93,12/13/18 04:40:00 AM,18.295,,,,,
94,12/13/18 04:45:00 AM,18.295,,,,,
95,12/13/18 04:50:00 AM,18.319,,,,,
96,12/13/18 04:55:00 AM,18.295,,,,,
97,12/13/18 05:00:00 AM,18.319,,,,,
98,12/13/18 05:05:00 AM,18.295,,,,,
99,12/13/18 05:10:00 AM,18.319,,,,,
100,12/13/18 05:15:00 AM,18.295,,,,,
101,12/13/18 05:20:00 AM,18.295,,,,,
102,12/13/18 05:25:00 AM,18.271,,,,,
103,12/13/18 05:30:00 AM,18.295,,,,,
104,12/13/18 05:35:00 AM,18.295,,,,,
105,12/13/18 05:40:00 AM,18.295,,,,,
106,12/13/18 05:45:00 AM,18.271,,,,,
107,12/13/18 05:50:00 AM,18.271,,,,,
108,12/13/18 05:55:00 AM,18.271,,,,,
109,12/13/18 06:00:00 AM,18.295,,,,,
110,12/13/18 06:05:00 AM,18.271,,,,,
111,12/13/18 06:10:00 AM,18.271,,,,,
112,12/13/18 06:15:00 AM,18.271,,,,,
113,12/13/18 06:20:00 AM,18.271,,,,,
114,12/13/18 06:25:00 AM,18.271,,,,,
115,12/13/18 06:30:00 AM,18.271,,,,,
116,12/13/18 06:35:00 AM,18.271,,,,,
117,12/13/18 06:40:00 AM,18.271,,,,,
118,12/13/18 06:45:00 AM,18.271,,,,,
119,12/13/18 06:50:00 AM,18.271,,,,,
120,12/13/18 06:55:00 AM,18.247,,,,,
121,12/13/18 07:00:00 AM,18.271,,,,,
122,12/13/18 07:05:00 AM,18.247,,,,,
123,12/13/18 07:10:00 AM,18.271,,,,,
124,12/13/18 07:15:00 AM,18.271,,,,,
125,12/13/18 07:20:00 AM,18.271,,,,,
126,12/13/18 07:25:00 AM,18.247,,,,,
127,12/13/18 07:30:00 AM,18.247,,,,,
128,12/13/18 07:35:00 AM,18.247,,,,,
129,12/13/18 07:40:00 AM,18.224,,,,,
130,12/13/18 07:45:00 AM,18.247,,,,,
131,12/13/18 07:50:00 AM,18.247,,,,,
132,12/13/18 07:55:00 AM,18.224,,,,,
133,12/13/18 08:00:00 AM,18.224,,,,,
134,12/13/18 08:05:00 AM,18.224,,,,,
135,12/13/18 08:10:00 AM,18.224,,,,,
136,12/13/18 08:15:00 AM,18.224,,,,,
137,12/13/18 08:20:00 AM,18.224,,,,,
138,12/13/18 08:25:00 AM,18.224,,,,,
139,12/13/18 08:30:00 AM,18.224,,,,,
140,12/13/18 08:35:00 AM,18.247,,,,,
141,12/13/18 08:40:00 AM,18.224,,,,,
142,12/13/18 08:45:00 AM,17.843,,,,,
143,12/13/18 08:50:00 AM,18.485,,,,,
144,12/13/18 08:55:00 AM,19.674,,,,,
145,12/13/18 09:00:00 AM,20.198,,,,,
146,12/13/18 09:05:00 AM,20.555,,,,,
147,12/13/18 09:10:00 AM,20.889,,,,,
148,12/13/18 09:12:20 AM,,,Logged,Logged,,
149,12/13/18 09:14:22 AM,,Logged,,,,
150,12/13/18 09:15:00 AM,21.676,,,,,
151,12/13/18 09:20:00 AM,21.987,,,,,
152,12/13/18 09:25:00 AM,22.250,,,,,
153,12/13/18 09:30:00 AM,21.413,,,,,
154,12/13/18 09:35:00 AM,20.865,,,,,
155,12/13/18 09:40:00 AM,20.770,,,,,
156,12/13/18 09:45:00 AM,20.531,,,,,
157,12/13/18 09:50:00 AM,20.484,,,,,
158,12/13/18 09:55:00 AM,20.460,,,,,
159,12/13/18 10:00:00 AM,20.484,,,,,
160,12/13/18 10:05:00 AM,20.484,,,,,
161,12/13/18 10:10:00 AM,20.507,,,,,
162,12/13/18 10:15:00 AM,20.507,,,,,
163,12/13/18 10:20:00 AM,20.507,,,,,
164,12/13/18 10:25:00 AM,22.058,,,,,
165,12/13/18 10:30:00 AM,22.058,,,,,
166,12/13/18 10:35:00 AM,21.939,,,,,
167,12/13/18 10:40:00 AM,21.056,,,,,
168,12/13/18 10:45:00 AM,1.859,,,,,
169,12/13/18 10:50:00 AM,0.301,,,,,
170,12/13/18 10:55:00 AM,0.163,,,,,
171,12/13/18 11:00:00 AM,0.135,,,,,
172,12/13/18 11:05:00 AM,0.135,,,,,
173,12/13/18 11:10:00 AM,0.135,,,,,
174,12/13/18 11:15:00 AM,0.135,,,,,
175,12/13/18 11:20:00 AM,0.218,,,,,
176,12/13/18 11:25:00 AM,0.273,,,,,
177,12/13/18 11:30:00 AM,0.273,,,,,
178,12/13/18 11:35:00 AM,0.301,,,,,
179,12/13/18 11:40:00 AM,0.301,,,,,
180,12/13/18 11:45:00 AM,0.329,,,,,
181,12/13/18 11:50:00 AM,0.273,,,,,
182,12/13/18 11:55:00 AM,4.973,,,,,
183,12/13/18 12:00:00 PM,10.051,,,,,
184,12/13/18 12:05:00 PM,13.088,,,,,
185,12/13/18 12:07:43 PM,,,Logged,Logged,,
186,12/13/18 12:07:54 PM,,,,,Logged,Logged
