"Plot Title: Multitron Temperature Stability"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 20490117, SEN S/N: 20490117)","Coupler Detached (LGR S/N: 20490117)","Coupler Attached (LGR S/N: 20490117)","Host Connected (LGR S/N: 20490117)","Stopped (LGR S/N: 20490117)","End Of File (LGR S/N: 20490117)"
1,12/12/18 09:00:00 PM,19.651,Logged,,,,
2,12/12/18 09:05:00 PM,19.603,,,,,
3,12/12/18 09:10:00 PM,19.579,,,,,
4,12/12/18 09:15:00 PM,19.555,,,,,
5,12/12/18 09:20:00 PM,19.532,,,,,
6,12/12/18 09:25:00 PM,19.508,,,,,
7,12/12/18 09:30:00 PM,19.460,,,,,
8,12/12/18 09:35:00 PM,19.460,,,,,
9,12/12/18 09:40:00 PM,19.436,,,,,
10,12/12/18 09:45:00 PM,19.413,,,,,
11,12/12/18 09:50:00 PM,19.389,,,,,
12,12/12/18 09:55:00 PM,19.389,,,,,
13,12/12/18 10:00:00 PM,19.389,,,,,
14,12/12/18 10:05:00 PM,19.365,,,,,
15,12/12/18 10:10:00 PM,19.365,,,,,
16,12/12/18 10:15:00 PM,19.341,,,,,
17,12/12/18 10:20:00 PM,19.341,,,,,
18,12/12/18 10:25:00 PM,19.341,,,,,
19,12/12/18 10:30:00 PM,19.341,,,,,
20,12/12/18 10:35:00 PM,19.318,,,,,
21,12/12/18 10:40:00 PM,19.318,,,,,
22,12/12/18 10:45:00 PM,19.318,,,,,
23,12/12/18 10:50:00 PM,19.318,,,,,
24,12/12/18 10:55:00 PM,19.318,,,,,
25,12/12/18 11:00:00 PM,19.318,,,,,
26,12/12/18 11:05:00 PM,19.318,,,,,
27,12/12/18 11:10:00 PM,19.294,,,,,
28,12/12/18 11:15:00 PM,19.318,,,,,
29,12/12/18 11:20:00 PM,19.294,,,,,
30,12/12/18 11:25:00 PM,19.294,,,,,
31,12/12/18 11:30:00 PM,19.294,,,,,
32,12/12/18 11:35:00 PM,19.294,,,,,
33,12/12/18 11:40:00 PM,19.294,,,,,
34,12/12/18 11:45:00 PM,19.294,,,,,
35,12/12/18 11:50:00 PM,19.294,,,,,
36,12/12/18 11:55:00 PM,19.270,,,,,
37,12/13/18 12:00:00 AM,19.270,,,,,
38,12/13/18 12:05:00 AM,19.270,,,,,
39,12/13/18 12:10:00 AM,19.270,,,,,
40,12/13/18 12:15:00 AM,19.270,,,,,
41,12/13/18 12:20:00 AM,19.270,,,,,
42,12/13/18 12:25:00 AM,19.270,,,,,
43,12/13/18 12:30:00 AM,19.294,,,,,
44,12/13/18 12:35:00 AM,19.270,,,,,
45,12/13/18 12:40:00 AM,19.270,,,,,
46,12/13/18 12:45:00 AM,19.270,,,,,
47,12/13/18 12:50:00 AM,19.270,,,,,
48,12/13/18 12:55:00 AM,19.270,,,,,
49,12/13/18 01:00:00 AM,19.270,,,,,
50,12/13/18 01:05:00 AM,19.294,,,,,
51,12/13/18 01:10:00 AM,19.270,,,,,
52,12/13/18 01:15:00 AM,19.270,,,,,
53,12/13/18 01:20:00 AM,19.270,,,,,
54,12/13/18 01:25:00 AM,19.270,,,,,
55,12/13/18 01:30:00 AM,19.270,,,,,
56,12/13/18 01:35:00 AM,19.270,,,,,
57,12/13/18 01:40:00 AM,19.270,,,,,
58,12/13/18 01:45:00 AM,19.270,,,,,
59,12/13/18 01:50:00 AM,19.270,,,,,
60,12/13/18 01:55:00 AM,19.270,,,,,
61,12/13/18 02:00:00 AM,19.270,,,,,
62,12/13/18 02:05:00 AM,19.270,,,,,
63,12/13/18 02:10:00 AM,19.270,,,,,
64,12/13/18 02:15:00 AM,19.270,,,,,
65,12/13/18 02:20:00 AM,19.270,,,,,
66,12/13/18 02:25:00 AM,19.294,,,,,
67,12/13/18 02:30:00 AM,19.270,,,,,
68,12/13/18 02:35:00 AM,19.270,,,,,
69,12/13/18 02:40:00 AM,19.270,,,,,
70,12/13/18 02:45:00 AM,19.270,,,,,
71,12/13/18 02:50:00 AM,19.270,,,,,
72,12/13/18 02:55:00 AM,19.270,,,,,
73,12/13/18 03:00:00 AM,19.270,,,,,
74,12/13/18 03:05:00 AM,19.270,,,,,
75,12/13/18 03:10:00 AM,19.270,,,,,
76,12/13/18 03:15:00 AM,19.270,,,,,
77,12/13/18 03:20:00 AM,19.270,,,,,
78,12/13/18 03:25:00 AM,19.270,,,,,
79,12/13/18 03:30:00 AM,19.270,,,,,
80,12/13/18 03:35:00 AM,19.294,,,,,
81,12/13/18 03:40:00 AM,19.294,,,,,
82,12/13/18 03:45:00 AM,19.294,,,,,
83,12/13/18 03:50:00 AM,19.294,,,,,
84,12/13/18 03:55:00 AM,19.294,,,,,
85,12/13/18 04:00:00 AM,19.270,,,,,
86,12/13/18 04:05:00 AM,19.294,,,,,
87,12/13/18 04:10:00 AM,19.270,,,,,
88,12/13/18 04:15:00 AM,19.294,,,,,
89,12/13/18 04:20:00 AM,19.294,,,,,
90,12/13/18 04:25:00 AM,19.294,,,,,
91,12/13/18 04:30:00 AM,19.270,,,,,
92,12/13/18 04:35:00 AM,19.270,,,,,
93,12/13/18 04:40:00 AM,19.294,,,,,
94,12/13/18 04:45:00 AM,19.294,,,,,
95,12/13/18 04:50:00 AM,19.294,,,,,
96,12/13/18 04:55:00 AM,19.294,,,,,
97,12/13/18 05:00:00 AM,19.294,,,,,
98,12/13/18 05:05:00 AM,19.294,,,,,
99,12/13/18 05:10:00 AM,19.294,,,,,
100,12/13/18 05:15:00 AM,19.294,,,,,
101,12/13/18 05:20:00 AM,19.294,,,,,
102,12/13/18 05:25:00 AM,19.294,,,,,
103,12/13/18 05:30:00 AM,19.294,,,,,
104,12/13/18 05:35:00 AM,19.294,,,,,
105,12/13/18 05:40:00 AM,19.294,,,,,
106,12/13/18 05:45:00 AM,19.294,,,,,
107,12/13/18 05:50:00 AM,19.294,,,,,
108,12/13/18 05:55:00 AM,19.294,,,,,
109,12/13/18 06:00:00 AM,19.294,,,,,
110,12/13/18 06:05:00 AM,19.294,,,,,
111,12/13/18 06:10:00 AM,19.294,,,,,
112,12/13/18 06:15:00 AM,19.294,,,,,
113,12/13/18 06:20:00 AM,19.294,,,,,
114,12/13/18 06:25:00 AM,19.294,,,,,
115,12/13/18 06:30:00 AM,19.294,,,,,
116,12/13/18 06:35:00 AM,19.294,,,,,
117,12/13/18 06:40:00 AM,19.294,,,,,
118,12/13/18 06:45:00 AM,19.294,,,,,
119,12/13/18 06:50:00 AM,19.294,,,,,
120,12/13/18 06:55:00 AM,19.294,,,,,
121,12/13/18 07:00:00 AM,19.294,,,,,
122,12/13/18 07:05:00 AM,19.270,,,,,
123,12/13/18 07:10:00 AM,19.270,,,,,
124,12/13/18 07:15:00 AM,19.270,,,,,
125,12/13/18 07:20:00 AM,19.270,,,,,
126,12/13/18 07:25:00 AM,19.270,,,,,
127,12/13/18 07:30:00 AM,19.270,,,,,
128,12/13/18 07:35:00 AM,19.270,,,,,
129,12/13/18 07:40:00 AM,19.270,,,,,
130,12/13/18 07:45:00 AM,19.270,,,,,
131,12/13/18 07:50:00 AM,19.270,,,,,
132,12/13/18 07:55:00 AM,19.246,,,,,
133,12/13/18 08:00:00 AM,19.246,,,,,
134,12/13/18 08:05:00 AM,19.246,,,,,
135,12/13/18 08:10:00 AM,19.246,,,,,
