"Plot Title: Multitron Temperature Stability"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 20490106, SEN S/N: 20490106)","Coupler Detached (LGR S/N: 20490106)","Coupler Attached (LGR S/N: 20490106)","Host Connected (LGR S/N: 20490106)","Stopped (LGR S/N: 20490106)","End Of File (LGR S/N: 20490106)"
1,12/12/18 09:00:00 PM,19.746,Logged,,,,
2,12/12/18 09:05:00 PM,19.722,,,,,
3,12/12/18 09:10:00 PM,19.674,,,,,
4,12/12/18 09:15:00 PM,19.674,,,,,
5,12/12/18 09:20:00 PM,19.627,,,,,
6,12/12/18 09:25:00 PM,19.603,,,,,
7,12/12/18 09:30:00 PM,19.603,,,,,
8,12/12/18 09:35:00 PM,19.555,,,,,
9,12/12/18 09:40:00 PM,19.555,,,,,
10,12/12/18 09:45:00 PM,19.532,,,,,
11,12/12/18 09:50:00 PM,19.508,,,,,
12,12/12/18 09:55:00 PM,19.508,,,,,
13,12/12/18 10:00:00 PM,19.484,,,,,
14,12/12/18 10:05:00 PM,19.484,,,,,
15,12/12/18 10:10:00 PM,19.460,,,,,
16,12/12/18 10:15:00 PM,19.460,,,,,
17,12/12/18 10:20:00 PM,19.460,,,,,
18,12/12/18 10:25:00 PM,19.436,,,,,
19,12/12/18 10:30:00 PM,19.436,,,,,
20,12/12/18 10:35:00 PM,19.436,,,,,
21,12/12/18 10:40:00 PM,19.436,,,,,
22,12/12/18 10:45:00 PM,19.436,,,,,
23,12/12/18 10:50:00 PM,19.436,,,,,
24,12/12/18 10:55:00 PM,19.436,,,,,
25,12/12/18 11:00:00 PM,19.413,,,,,
26,12/12/18 11:05:00 PM,19.413,,,,,
27,12/12/18 11:10:00 PM,19.413,,,,,
28,12/12/18 11:15:00 PM,19.413,,,,,
29,12/12/18 11:20:00 PM,19.413,,,,,
30,12/12/18 11:25:00 PM,19.413,,,,,
31,12/12/18 11:30:00 PM,19.413,,,,,
32,12/12/18 11:35:00 PM,19.413,,,,,
33,12/12/18 11:40:00 PM,19.413,,,,,
34,12/12/18 11:45:00 PM,19.413,,,,,
35,12/12/18 11:50:00 PM,19.413,,,,,
36,12/12/18 11:55:00 PM,19.413,,,,,
37,12/13/18 12:00:00 AM,19.389,,,,,
38,12/13/18 12:05:00 AM,19.389,,,,,
39,12/13/18 12:10:00 AM,19.389,,,,,
40,12/13/18 12:15:00 AM,19.389,,,,,
41,12/13/18 12:20:00 AM,19.389,,,,,
42,12/13/18 12:25:00 AM,19.389,,,,,
43,12/13/18 12:30:00 AM,19.389,,,,,
44,12/13/18 12:35:00 AM,19.389,,,,,
45,12/13/18 12:40:00 AM,19.389,,,,,
46,12/13/18 12:45:00 AM,19.389,,,,,
47,12/13/18 12:50:00 AM,19.365,,,,,
48,12/13/18 12:55:00 AM,19.365,,,,,
49,12/13/18 01:00:00 AM,19.365,,,,,
