"Plot Title: Multitron Spatial Temperature"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 20431982, SEN S/N: 20431982)","Coupler Detached (LGR S/N: 20431982)","Coupler Attached (LGR S/N: 20431982)","Host Connected (LGR S/N: 20431982)","Stopped (LGR S/N: 20431982)","End Of File (LGR S/N: 20431982)"
1,12/12/18 09:00:00 PM,19.199,Logged,,,,
2,12/12/18 09:05:00 PM,19.175,,,,,
3,12/12/18 09:10:00 PM,19.151,,,,,
4,12/12/18 09:15:00 PM,19.151,,,,,
5,12/12/18 09:20:00 PM,19.127,,,,,
6,12/12/18 09:25:00 PM,19.103,,,,,
7,12/12/18 09:30:00 PM,19.103,,,,,
8,12/12/18 09:35:00 PM,19.080,,,,,
9,12/12/18 09:40:00 PM,19.056,,,,,
10,12/12/18 09:45:00 PM,19.056,,,,,
11,12/12/18 09:50:00 PM,19.032,,,,,
12,12/12/18 09:55:00 PM,19.032,,,,,
13,12/12/18 10:00:00 PM,19.008,,,,,
14,12/12/18 10:05:00 PM,19.008,,,,,
15,12/12/18 10:10:00 PM,18.985,,,,,
16,12/12/18 10:15:00 PM,18.985,,,,,
17,12/12/18 10:20:00 PM,18.961,,,,,
18,12/12/18 10:25:00 PM,18.961,,,,,
19,12/12/18 10:30:00 PM,18.937,,,,,
20,12/12/18 10:35:00 PM,18.937,,,,,
21,12/12/18 10:40:00 PM,18.937,,,,,
22,12/12/18 10:45:00 PM,18.913,,,,,
23,12/12/18 10:50:00 PM,18.913,,,,,
24,12/12/18 10:55:00 PM,18.913,,,,,
25,12/12/18 11:00:00 PM,18.913,,,,,
26,12/12/18 11:05:00 PM,18.889,,,,,
27,12/12/18 11:10:00 PM,18.889,,,,,
28,12/12/18 11:15:00 PM,18.889,,,,,
29,12/12/18 11:20:00 PM,18.889,,,,,
30,12/12/18 11:25:00 PM,18.866,,,,,
31,12/12/18 11:30:00 PM,18.866,,,,,
32,12/12/18 11:35:00 PM,18.866,,,,,
33,12/12/18 11:40:00 PM,18.866,,,,,
34,12/12/18 11:45:00 PM,18.842,,,,,
35,12/12/18 11:50:00 PM,18.842,,,,,
36,12/12/18 11:55:00 PM,18.842,,,,,
