"Plot Title: Multitron Temperature Stability"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 20490107, SEN S/N: 20490107)","Coupler Detached (LGR S/N: 20490107)","Coupler Attached (LGR S/N: 20490107)","Host Connected (LGR S/N: 20490107)","Stopped (LGR S/N: 20490107)","End Of File (LGR S/N: 20490107)"
1,12/12/18 09:00:00 PM,19.222,Logged,,,,
2,12/12/18 09:05:00 PM,19.199,,,,,
3,12/12/18 09:10:00 PM,19.199,,,,,
4,12/12/18 09:15:00 PM,19.175,,,,,
5,12/12/18 09:20:00 PM,19.151,,,,,
6,12/12/18 09:25:00 PM,19.127,,,,,
7,12/12/18 09:30:00 PM,19.127,,,,,
8,12/12/18 09:35:00 PM,19.103,,,,,
9,12/12/18 09:40:00 PM,19.080,,,,,
10,12/12/18 09:45:00 PM,19.080,,,,,
11,12/12/18 09:50:00 PM,19.056,,,,,
12,12/12/18 09:55:00 PM,19.032,,,,,
13,12/12/18 10:00:00 PM,19.032,,,,,
14,12/12/18 10:05:00 PM,19.032,,,,,
15,12/12/18 10:10:00 PM,19.008,,,,,
16,12/12/18 10:15:00 PM,19.008,,,,,
17,12/12/18 10:20:00 PM,18.985,,,,,
18,12/12/18 10:25:00 PM,18.985,,,,,
19,12/12/18 10:30:00 PM,18.985,,,,,
20,12/12/18 10:35:00 PM,18.961,,,,,
21,12/12/18 10:40:00 PM,18.961,,,,,
22,12/12/18 10:45:00 PM,18.961,,,,,
23,12/12/18 10:50:00 PM,18.937,,,,,
24,12/12/18 10:55:00 PM,18.937,,,,,
25,12/12/18 11:00:00 PM,18.937,,,,,
26,12/12/18 11:05:00 PM,18.937,,,,,
27,12/12/18 11:10:00 PM,18.913,,,,,
28,12/12/18 11:15:00 PM,18.913,,,,,
29,12/12/18 11:20:00 PM,18.913,,,,,
30,12/12/18 11:25:00 PM,18.913,,,,,
31,12/12/18 11:30:00 PM,18.889,,,,,
32,12/12/18 11:35:00 PM,18.889,,,,,
33,12/12/18 11:40:00 PM,18.889,,,,,
34,12/12/18 11:45:00 PM,18.889,,,,,
35,12/12/18 11:50:00 PM,18.889,,,,,
36,12/12/18 11:55:00 PM,18.866,,,,,
37,12/13/18 12:00:00 AM,18.866,,,,,
38,12/13/18 12:05:00 AM,18.866,,,,,
39,12/13/18 12:10:00 AM,18.866,,,,,
40,12/13/18 12:15:00 AM,18.842,,,,,
41,12/13/18 12:20:00 AM,18.842,,,,,
42,12/13/18 12:25:00 AM,18.842,,,,,
43,12/13/18 12:30:00 AM,18.842,,,,,
44,12/13/18 12:35:00 AM,18.842,,,,,
45,12/13/18 12:40:00 AM,18.842,,,,,
46,12/13/18 12:45:00 AM,18.842,,,,,
47,12/13/18 12:50:00 AM,18.842,,,,,
48,12/13/18 12:55:00 AM,18.818,,,,,
49,12/13/18 01:00:00 AM,18.818,,,,,
50,12/13/18 01:05:00 AM,18.818,,,,,
51,12/13/18 01:10:00 AM,18.818,,,,,
52,12/13/18 01:15:00 AM,18.818,,,,,
53,12/13/18 01:20:00 AM,18.818,,,,,
54,12/13/18 01:25:00 AM,18.818,,,,,
55,12/13/18 01:30:00 AM,18.794,,,,,
56,12/13/18 01:35:00 AM,18.794,,,,,
57,12/13/18 01:40:00 AM,18.794,,,,,
58,12/13/18 01:45:00 AM,18.794,,,,,
59,12/13/18 01:50:00 AM,18.794,,,,,
60,12/13/18 01:55:00 AM,18.794,,,,,
61,12/13/18 02:00:00 AM,18.794,,,,,
62,12/13/18 02:05:00 AM,18.794,,,,,
63,12/13/18 02:10:00 AM,18.794,,,,,
64,12/13/18 02:15:00 AM,18.794,,,,,
